pathway	external_id	source	ensembl_ids
Vascular smooth muscle contraction - Homo sapiens (human)	path:hsa04270	KEGG	ENSG00000171132,ENSG00000132329,ENSG00000061918,ENSG00000140795,ENSG00000138308,ENSG00000117215,ENSG00000182621,ENSG00000101335,ENSG00000150995,ENSG00000072062,ENSG00000101333,ENSG00000100030,ENSG00000187980,ENSG00000183943,ENSG00000169032,ENSG00000126583,ENSG00000132155,ENSG00000198668,ENSG00000128271,ENSG00000167641,ENSG00000160014,ENSG00000149782,ENSG00000142875,ENSG00000078295,ENSG00000121281,ENSG00000069764,ENSG00000120907,ENSG00000101306,ENSG00000186298,ENSG00000163017,ENSG00000120063,ENSG00000172531,ENSG00000067900,ENSG00000058272,ENSG00000065534,ENSG00000126934,ENSG00000173175,ENSG00000125503,ENSG00000122786,ENSG00000215262,ENSG00000162365,ENSG00000102882,ENSG00000170425,ENSG00000144891,ENSG00000067560,ENSG00000107796,ENSG00000154229,ENSG00000145949,ENSG00000171121,ENSG00000197584,ENSG00000158786,ENSG00000164742,ENSG00000187048,ENSG00000132694,ENSG00000088256,ENSG00000164116,ENSG00000151617,ENSG00000137841,ENSG00000162104,ENSG00000165059,ENSG00000138031,ENSG00000064989,ENSG00000155897,ENSG00000188089,ENSG00000087460,ENSG00000157388,ENSG00000123104,ENSG00000169885,ENSG00000159899,ENSG00000151067,ENSG00000171873,ENSG00000077157,ENSG00000102001,ENSG00000072952,ENSG00000100078,ENSG00000196465,ENSG00000178363,ENSG00000174233,ENSG00000116711,ENSG00000196914,ENSG00000156113,ENSG00000159337,ENSG00000122679,ENSG00000188784,ENSG00000163932,ENSG00000135643,ENSG00000188257,ENSG00000065675,ENSG00000131477,ENSG00000123739,ENSG00000170214,ENSG00000178372,ENSG00000213639,ENSG00000143933,ENSG00000184381,ENSG00000185532,ENSG00000152402,ENSG00000027075,ENSG00000198049,ENSG00000076928,ENSG00000168970,ENSG00000078061,ENSG00000081248,ENSG00000133392,ENSG00000146535,ENSG00000156052,ENSG00000096433,ENSG00000105499,ENSG00000243708,ENSG00000170890,ENSG00000134318,ENSG00000168907,ENSG00000129467,ENSG00000092841,ENSG00000127472,ENSG00000157764,ENSG00000166501,ENSG00000169418
Porphyrin and chlorophyll metabolism - Homo sapiens (human)	path:hsa00860	KEGG	ENSG00000089472,ENSG00000244474,ENSG00000271271,ENSG00000196620,ENSG00000090013,ENSG00000080819,ENSG00000242515,ENSG00000240224,ENSG00000006695,ENSG00000171234,ENSG00000047457,ENSG00000241119,ENSG00000103415,ENSG00000244122,ENSG00000143224,ENSG00000109181,ENSG00000256269,ENSG00000188690,ENSG00000066926,ENSG00000213759,ENSG00000243135,ENSG00000135220,ENSG00000106605,ENSG00000156096,ENSG00000139428,ENSG00000148218,ENSG00000241635,ENSG00000103356,ENSG00000169919,ENSG00000014919,ENSG00000158578,ENSG00000135226,ENSG00000197888,ENSG00000100292,ENSG00000136628,ENSG00000004961,ENSG00000023330,ENSG00000242366,ENSG00000167165,ENSG00000126088
Arachidonic acid metabolism - Homo sapiens (human)	path:hsa00590	KEGG	ENSG00000099998,ENSG00000107317,ENSG00000123739,ENSG00000148344,ENSG00000186115,ENSG00000138308,ENSG00000012779,ENSG00000187980,ENSG00000124212,ENSG00000188089,ENSG00000170890,ENSG00000073756,ENSG00000117215,ENSG00000168970,ENSG00000161905,ENSG00000138109,ENSG00000130649,ENSG00000186529,ENSG00000134716,ENSG00000243708,ENSG00000163803,ENSG00000120915,ENSG00000059377,ENSG00000186526,ENSG00000198704,ENSG00000108839,ENSG00000155016,ENSG00000196139,ENSG00000233276,ENSG00000197408,ENSG00000213316,ENSG00000184381,ENSG00000100078,ENSG00000163106,ENSG00000159228,ENSG00000157870,ENSG00000165841,ENSG00000116157,ENSG00000105499,ENSG00000179593,ENSG00000164294,ENSG00000116711,ENSG00000148334,ENSG00000138115,ENSG00000211445,ENSG00000095303,ENSG00000158786,ENSG00000069764,ENSG00000179477,ENSG00000168907,ENSG00000111144,ENSG00000176153,ENSG00000187048,ENSG00000159337,ENSG00000224586,ENSG00000188784,ENSG00000127472,ENSG00000176485,ENSG00000159231,ENSG00000110958,ENSG00000100031,ENSG00000188257
Mineral absorption - Homo sapiens (human)	path:hsa04978	KEGG	ENSG00000174502,ENSG00000114859,ENSG00000169715,ENSG00000177556,ENSG00000147804,ENSG00000103415,ENSG00000100170,ENSG00000167996,ENSG00000205358,ENSG00000091138,ENSG00000136868,ENSG00000169906,ENSG00000069849,ENSG00000187193,ENSG00000089472,ENSG00000132681,ENSG00000018625,ENSG00000169688,ENSG00000163399,ENSG00000225697,ENSG00000143153,ENSG00000129244,ENSG00000070961,ENSG00000198417,ENSG00000125148,ENSG00000170385,ENSG00000066230,ENSG00000137731,ENSG00000183023,ENSG00000076351,ENSG00000071967,ENSG00000164647,ENSG00000100292,ENSG00000101892,ENSG00000205362,ENSG00000205364,ENSG00000125144,ENSG00000091513,ENSG00000165240,ENSG00000138449,ENSG00000018280,ENSG00000165125,ENSG00000087086,ENSG00000157765,ENSG00000110911,ENSG00000157214,ENSG00000119121,ENSG00000174358,ENSG00000105409,ENSG00000092439
Chemokine signaling pathway - Homo sapiens (human)	path:hsa04062	KEGG	ENSG00000137486,ENSG00000173757,ENSG00000145824,ENSG00000165059,ENSG00000141506,ENSG00000111664,ENSG00000182621,ENSG00000276409,ENSG00000108691,ENSG00000101336,ENSG00000168329,ENSG00000126353,ENSG00000101333,ENSG00000100030,ENSG00000006210,ENSG00000169245,ENSG00000183943,ENSG00000274736,ENSG00000163823,ENSG00000156234,ENSG00000137077,ENSG00000141480,ENSG00000132155,ENSG00000100485,ENSG00000267596,ENSG00000081041,ENSG00000148082,ENSG00000006606,ENSG00000065135,ENSG00000161573,ENSG00000172354,ENSG00000104365,ENSG00000149782,ENSG00000213494,ENSG00000078295,ENSG00000117020,ENSG00000121281,ENSG00000145675,ENSG00000155849,ENSG00000109320,ENSG00000000938,ENSG00000276070,ENSG00000082701,ENSG00000173020,ENSG00000183813,ENSG00000114124,ENSG00000129277,ENSG00000158517,ENSG00000197262,ENSG00000173578,ENSG00000271503,ENSG00000067900,ENSG00000067606,ENSG00000102970,ENSG00000006075,ENSG00000006074,ENSG00000072062,ENSG00000151882,ENSG00000173175,ENSG00000213927,ENSG00000167236,ENSG00000173585,ENSG00000166501,ENSG00000102882,ENSG00000127314,ENSG00000172724,ENSG00000169429,ENSG00000275718,ENSG00000174775,ENSG00000051382,ENSG00000163739,ENSG00000160791,ENSG00000186469,ENSG00000168610,ENSG00000102962,ENSG00000179934,ENSG00000114450,ENSG00000105723,ENSG00000148498,ENSG00000121879,ENSG00000114353,ENSG00000276085,ENSG00000113263,ENSG00000163464,ENSG00000134215,ENSG00000277632,ENSG00000112486,ENSG00000169248,ENSG00000124875,ENSG00000127920,ENSG00000078369,ENSG00000172215,ENSG00000127928,ENSG00000137841,ENSG00000162104,ENSG00000117461,ENSG00000134318,ENSG00000162188,ENSG00000180871,ENSG00000104825,ENSG00000169032,ENSG00000120899,ENSG00000161921,ENSG00000176533,ENSG00000183625,ENSG00000142875,ENSG00000149269,ENSG00000168243,ENSG00000134516,ENSG00000106178,ENSG00000164742,ENSG00000108702,ENSG00000127955,ENSG00000108700,ENSG00000106299,ENSG00000197122,ENSG00000160293,ENSG00000156299,ENSG00000115009,ENSG00000160683,ENSG00000108688,ENSG00000167193,ENSG00000269335,ENSG00000105851,ENSG00000163932,ENSG00000100077,ENSG00000198055,ENSG00000136238,ENSG00000105639,ENSG00000124126,ENSG00000131142,ENSG00000138755,ENSG00000167414,ENSG00000167083,ENSG00000068831,ENSG00000185634,ENSG00000155897,ENSG00000181374,ENSG00000170581,ENSG00000184451,ENSG00000169398,ENSG00000073009,ENSG00000015285,ENSG00000275385,ENSG00000121807,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000161570,ENSG00000109272,ENSG00000275302,ENSG00000125388,ENSG00000172156,ENSG00000115904,ENSG00000050820,ENSG00000142208,ENSG00000096968,ENSG00000171608,ENSG00000254087,ENSG00000160691,ENSG00000174233,ENSG00000185974,ENSG00000275152,ENSG00000115415,ENSG00000100906,ENSG00000174021,ENSG00000067560,ENSG00000127588,ENSG00000213281,ENSG00000105647,ENSG00000116473,ENSG00000143185,ENSG00000242616,ENSG00000138031,ENSG00000129946,ENSG00000128340,ENSG00000118689,ENSG00000141968,ENSG00000129467,ENSG00000070831,ENSG00000205020,ENSG00000107562,ENSG00000133703,ENSG00000157764,ENSG00000089159,ENSG00000099942,ENSG00000198873,ENSG00000213341,ENSG00000173039,ENSG00000205021,ENSG00000143184,ENSG00000105221
Cytokine-cytokine receptor interaction - Homo sapiens (human)	path:hsa04060	KEGG	ENSG00000112715,ENSG00000127863,ENSG00000275718,ENSG00000106799,ENSG00000027697,ENSG00000121989,ENSG00000174564,ENSG00000144476,ENSG00000125538,ENSG00000137080,ENSG00000122641,ENSG00000180871,ENSG00000145431,ENSG00000138798,ENSG00000142677,ENSG00000276409,ENSG00000108691,ENSG00000168329,ENSG00000169248,ENSG00000019991,ENSG00000006210,ENSG00000169245,ENSG00000134352,ENSG00000128052,ENSG00000183709,ENSG00000274736,ENSG00000127743,ENSG00000106178,ENSG00000226979,ENSG00000111321,ENSG00000104899,ENSG00000137077,ENSG00000116678,ENSG00000137070,ENSG00000267596,ENSG00000173511,ENSG00000182393,ENSG00000006606,ENSG00000161573,ENSG00000163083,ENSG00000113525,ENSG00000160712,ENSG00000113520,ENSG00000213494,ENSG00000172215,ENSG00000077238,ENSG00000184371,ENSG00000108342,ENSG00000104432,ENSG00000095752,ENSG00000168685,ENSG00000145839,ENSG00000147168,ENSG00000163739,ENSG00000147896,ENSG00000164136,ENSG00000150281,ENSG00000099985,ENSG00000113721,ENSG00000117586,ENSG00000120235,ENSG00000183813,ENSG00000242689,ENSG00000145824,ENSG00000129277,ENSG00000102962,ENSG00000197262,ENSG00000271503,ENSG00000101144,ENSG00000113594,ENSG00000102755,ENSG00000102970,ENSG00000006075,ENSG00000113302,ENSG00000120242,ENSG00000185291,ENSG00000113494,ENSG00000162892,ENSG00000151882,ENSG00000213927,ENSG00000259384,ENSG00000167236,ENSG00000173585,ENSG00000243509,ENSG00000104689,ENSG00000159958,ENSG00000240505,ENSG00000169194,ENSG00000067182,ENSG00000106952,ENSG00000168811,ENSG00000181634,ENSG00000169429,ENSG00000101017,ENSG00000134470,ENSG00000146072,ENSG00000142166,ENSG00000100311,ENSG00000056736,ENSG00000160791,ENSG00000161921,ENSG00000125726,ENSG00000239697,ENSG00000131724,ENSG00000145623,ENSG00000233816,ENSG00000174697,ENSG00000110944,ENSG00000232810,ENSG00000172179,ENSG00000161955,ENSG00000276085,ENSG00000145777,ENSG00000163464,ENSG00000115590,ENSG00000136487,ENSG00000115594,ENSG00000120889,ENSG00000125845,ENSG00000277632,ENSG00000112486,ENSG00000126353,ENSG00000184995,ENSG00000134460,ENSG00000124334,ENSG00000049249,ENSG00000162594,ENSG00000115604,ENSG00000115607,ENSG00000124875,ENSG00000214042,ENSG00000119535,ENSG00000114739,ENSG00000102245,ENSG00000135960,ENSG00000037280,ENSG00000119699,ENSG00000204217,ENSG00000134853,ENSG00000090534,ENSG00000165197,ENSG00000187266,ENSG00000006074,ENSG00000139193,ENSG00000120337,ENSG00000115170,ENSG00000158813,ENSG00000138696,ENSG00000127318,ENSG00000112964,ENSG00000105329,ENSG00000136634,ENSG00000048462,ENSG00000163513,ENSG00000183625,ENSG00000135503,ENSG00000139269,ENSG00000081985,ENSG00000142224,ENSG00000173578,ENSG00000125965,ENSG00000117400,ENSG00000136244,ENSG00000186891,ENSG00000130427,ENSG00000108702,ENSG00000108700,ENSG00000157873,ENSG00000157404,ENSG00000159128,ENSG00000115009,ENSG00000115008,ENSG00000026103,ENSG00000243646,ENSG00000160683,ENSG00000227507,ENSG00000175505,ENSG00000197919,ENSG00000138684,ENSG00000164761,ENSG00000181374,ENSG00000197110,ENSG00000016402,ENSG00000100368,ENSG00000177047,ENSG00000186827,ENSG00000135409,ENSG00000228083,ENSG00000175189,ENSG00000182578,ENSG00000179934,ENSG00000131142,ENSG00000138755,ENSG00000054967,ENSG00000241839,ENSG00000112115,ENSG00000117560,ENSG00000184451,ENSG00000164400,ENSG00000111537,ENSG00000111536,ENSG00000275385,ENSG00000177663,ENSG00000103522,ENSG00000121807,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000146648,ENSG00000161570,ENSG00000109272,ENSG00000122756,ENSG00000275302,ENSG00000172156,ENSG00000185436,ENSG00000131080,ENSG00000171855,ENSG00000110324,ENSG00000122025,ENSG00000163823,ENSG00000186803,ENSG00000141655,ENSG00000276070,ENSG00000156234,ENSG00000275152,ENSG00000173535,ENSG00000064300,ENSG00000172724,ENSG00000173530,ENSG00000081041,ENSG00000236637,ENSG00000125657,ENSG00000092969,ENSG00000215788,ENSG00000107779,ENSG00000205021,ENSG00000147873,ENSG00000205020,ENSG00000102524,ENSG00000128342,ENSG00000150630,ENSG00000049130,ENSG00000147885,ENSG00000109471,ENSG00000164399,ENSG00000107562,ENSG00000205755,ENSG00000108688,ENSG00000234829,ENSG00000188379,ENSG00000028137,ENSG00000150782,ENSG00000143185,ENSG00000143184,ENSG00000162891,ENSG00000159110
Celecoxib Pathway, Pharmacodynamics	PA152241951	PharmGKB	ENSG00000074370,ENSG00000007402,ENSG00000148344,ENSG00000125384,ENSG00000198216,ENSG00000124212,ENSG00000164305,ENSG00000188257,ENSG00000148408,ENSG00000073756,ENSG00000100985,ENSG00000174437,ENSG00000157388,ENSG00000196557,ENSG00000141837,ENSG00000168036,ENSG00000182389,ENSG00000111276,ENSG00000112715,ENSG00000059377,ENSG00000124762,ENSG00000081248,ENSG00000168229,ENSG00000117013,ENSG00000184156,ENSG00000102001,ENSG00000053918,ENSG00000163106,ENSG00000142208,ENSG00000050820,ENSG00000116711,ENSG00000132170,ENSG00000196296,ENSG00000146674,ENSG00000075043,ENSG00000185760,ENSG00000006283,ENSG00000151067,ENSG00000165995,ENSG00000095303,ENSG00000151062,ENSG00000132906,ENSG00000067191,ENSG00000100346,ENSG00000152256,ENSG00000175197,ENSG00000153956,ENSG00000074410,ENSG00000050628,ENSG00000157445,ENSG00000107159,ENSG00000171522,ENSG00000122420,ENSG00000196139,ENSG00000167535
WNT-Ncore	None	Signalink	ENSG00000113575,ENSG00000104332,ENSG00000184634,ENSG00000107485,ENSG00000116141,ENSG00000137486,ENSG00000107984,ENSG00000135341,ENSG00000153071,ENSG00000031823,ENSG00000166913,ENSG00000087095,ENSG00000100211,ENSG00000169071,ENSG00000108854,ENSG00000147257,ENSG00000156076,ENSG00000196781,ENSG00000140807,ENSG00000166167,ENSG00000164093,ENSG00000134371,ENSG00000145423,ENSG00000166949,ENSG00000072803,ENSG00000118046,ENSG00000131650,ENSG00000112282,ENSG00000169418,ENSG00000116128,ENSG00000127603
NHR	None	Signalink	ENSG00000151090,ENSG00000112033,ENSG00000173153,ENSG00000148200,ENSG00000131910,ENSG00000186951,ENSG00000132170,ENSG00000172819,ENSG00000278570,ENSG00000126351,ENSG00000185551,ENSG00000025434,ENSG00000116833,ENSG00000143171,ENSG00000012504,ENSG00000101076,ENSG00000174738,ENSG00000131408,ENSG00000160113,ENSG00000120798,ENSG00000144852,ENSG00000177463,ENSG00000196482,ENSG00000164749,ENSG00000091831,ENSG00000169083,ENSG00000069667,ENSG00000119715,ENSG00000175745,ENSG00000126368,ENSG00000198963,ENSG00000136931,ENSG00000186350,ENSG00000113580,ENSG00000031544,ENSG00000077092,ENSG00000169297,ENSG00000112333,ENSG00000131759,ENSG00000166949,ENSG00000204231,ENSG00000082175
JAK-STAT-Core	None	Signalink	ENSG00000113594,ENSG00000173757,ENSG00000027697,ENSG00000174564,ENSG00000108342,ENSG00000178568,ENSG00000142677,ENSG00000090534,ENSG00000183709,ENSG00000105397,ENSG00000136688,ENSG00000124334,ENSG00000116678,ENSG00000137070,ENSG00000123496,ENSG00000160712,ENSG00000113520,ENSG00000125538,ENSG00000104432,ENSG00000095752,ENSG00000168685,ENSG00000145839,ENSG00000147896,ENSG00000164136,ENSG00000242689,ENSG00000147168,ENSG00000166888,ENSG00000185291,ENSG00000107643,ENSG00000113494,ENSG00000117400,ENSG00000259384,ENSG00000197110,ENSG00000102882,ENSG00000169194,ENSG00000168811,ENSG00000134470,ENSG00000142166,ENSG00000197272,ENSG00000168610,ENSG00000131724,ENSG00000233816,ENSG00000174697,ENSG00000110944,ENSG00000134352,ENSG00000138378,ENSG00000115594,ENSG00000099985,ENSG00000162594,ENSG00000119535,ENSG00000169047,ENSG00000187266,ENSG00000146648,ENSG00000162434,ENSG00000164509,ENSG00000006016,ENSG00000127318,ENSG00000112964,ENSG00000136634,ENSG00000197919,ENSG00000172179,ENSG00000145777,ENSG00000142224,ENSG00000104998,ENSG00000136244,ENSG00000105516,ENSG00000130427,ENSG00000159128,ENSG00000115008,ENSG00000243646,ENSG00000077238,ENSG00000138684,ENSG00000016402,ENSG00000182393,ENSG00000204671,ENSG00000136238,ENSG00000105639,ENSG00000184371,ENSG00000170581,ENSG00000164400,ENSG00000111537,ENSG00000111536,ENSG00000103522,ENSG00000126561,ENSG00000185436,ENSG00000171855,ENSG00000110324,ENSG00000096968,ENSG00000122756,ENSG00000112062,ENSG00000115415,ENSG00000113525,ENSG00000128342,ENSG00000145623,ENSG00000109471,ENSG00000164399,ENSG00000205755,ENSG00000162892,ENSG00000162891,ENSG00000159110
Nuclear Receptors	WP170	Wikipathways	ENSG00000151090,ENSG00000112033,ENSG00000173153,ENSG00000186951,ENSG00000144852,ENSG00000172819,ENSG00000126351,ENSG00000185551,ENSG00000025434,ENSG00000116833,ENSG00000143171,ENSG00000101076,ENSG00000174738,ENSG00000131408,ENSG00000160113,ENSG00000185483,ENSG00000132170,ENSG00000177463,ENSG00000082175,ENSG00000091831,ENSG00000169083,ENSG00000069667,ENSG00000119715,ENSG00000175745,ENSG00000136931,ENSG00000186350,ENSG00000113580,ENSG00000077092,ENSG00000169297,ENSG00000112333,ENSG00000131759,ENSG00000204231
SREBP signalling	WP1982	Wikipathways	ENSG00000198793,ENSG00000138674,ENSG00000073060,ENSG00000131473,ENSG00000100811,ENSG00000160285,ENSG00000198911,ENSG00000079459,ENSG00000152700,ENSG00000113161,ENSG00000132170,ENSG00000014641,ENSG00000108424,ENSG00000101310,ENSG00000100934,ENSG00000155368,ENSG00000134324,ENSG00000072062,ENSG00000157020,ENSG00000118260,ENSG00000113615,ENSG00000138207,ENSG00000132142,ENSG00000142208,ENSG00000167508,ENSG00000099917,ENSG00000001630,ENSG00000104549,ENSG00000072310,ENSG00000138802,ENSG00000169710,ENSG00000067064,ENSG00000131408,ENSG00000114650,ENSG00000160752,ENSG00000186480,ENSG00000105550,ENSG00000130164,ENSG00000150961,ENSG00000176986,ENSG00000121879,ENSG00000140943,ENSG00000154930,ENSG00000159461,ENSG00000170881,ENSG00000155846,ENSG00000096717,ENSG00000112972,ENSG00000164047,ENSG00000119927,ENSG00000079332,ENSG00000099194,ENSG00000132964,ENSG00000175445,ENSG00000012174,ENSG00000075826,ENSG00000105723,ENSG00000001167,ENSG00000118217,ENSG00000278540,ENSG00000125629
Integrated Pancreatic Cancer Pathway	WP2377	Wikipathways	ENSG00000188747,ENSG00000112715,ENSG00000106799,ENSG00000105486,ENSG00000051180,ENSG00000164305,ENSG00000185652,ENSG00000165392,ENSG00000134363,ENSG00000127191,ENSG00000138798,ENSG00000166851,ENSG00000091831,ENSG00000100030,ENSG00000169032,ENSG00000085511,ENSG00000023287,ENSG00000198400,ENSG00000132155,ENSG00000135679,ENSG00000105173,ENSG00000100393,ENSG00000130522,ENSG00000113522,ENSG00000107643,ENSG00000135446,ENSG00000120868,ENSG00000175387,ENSG00000095752,ENSG00000167193,ENSG00000088832,ENSG00000064012,ENSG00000186350,ENSG00000171223,ENSG00000168040,ENSG00000121351,ENSG00000002330,ENSG00000050748,ENSG00000146648,ENSG00000070808,ENSG00000049323,ENSG00000109320,ENSG00000171791,ENSG00000120738,ENSG00000131759,ENSG00000073756,ENSG00000164611,ENSG00000102882,ENSG00000232810,ENSG00000067182,ENSG00000185024,ENSG00000097007,ENSG00000147883,ENSG00000164047,ENSG00000197442,ENSG00000118260,ENSG00000077782,ENSG00000111276,ENSG00000128602,ENSG00000137834,ENSG00000119782,ENSG00000140464,ENSG00000131747,ENSG00000135046,ENSG00000105327,ENSG00000085117,ENSG00000154229,ENSG00000158092,ENSG00000121879,ENSG00000105723,ENSG00000012048,ENSG00000156970,ENSG00000197299,ENSG00000096717,ENSG00000123374,ENSG00000168036,ENSG00000132906,ENSG00000115594,ENSG00000134982,ENSG00000141510,ENSG00000198523,ENSG00000169598,ENSG00000117632,ENSG00000169692,ENSG00000077092,ENSG00000167325,ENSG00000198900,ENSG00000166484,ENSG00000134853,ENSG00000173402,ENSG00000160049,ENSG00000017427,ENSG00000113578,ENSG00000158402,ENSG00000013588,ENSG00000147099,ENSG00000242550,ENSG00000100442,ENSG00000105329,ENSG00000014216,ENSG00000116981,ENSG00000177606,ENSG00000079337,ENSG00000141639,ENSG00000156574,ENSG00000176890,ENSG00000149311,ENSG00000096384,ENSG00000101076,ENSG00000141736,ENSG00000163106,ENSG00000204209,ENSG00000162409,ENSG00000184937,ENSG00000135932,ENSG00000197122,ENSG00000115904,ENSG00000003400,ENSG00000122641,ENSG00000116711,ENSG00000026103,ENSG00000143761,ENSG00000138685,ENSG00000204403,ENSG00000152256,ENSG00000106615,ENSG00000110092,ENSG00000136997,ENSG00000136238,ENSG00000080839,ENSG00000033800,ENSG00000117560,ENSG00000187323,ENSG00000142192,ENSG00000126561,ENSG00000112592,ENSG00000142208,ENSG00000145386,ENSG00000149269,ENSG00000205250,ENSG00000196132,ENSG00000112062,ENSG00000171862,ENSG00000132646,ENSG00000115415,ENSG00000106462,ENSG00000173531,ENSG00000243709,ENSG00000165806,ENSG00000116473,ENSG00000164093,ENSG00000176697,ENSG00000160182,ENSG00000164399,ENSG00000087088,ENSG00000087086,ENSG00000087085,ENSG00000133703,ENSG00000002016,ENSG00000137801,ENSG00000139618,ENSG00000164690,ENSG00000118046,ENSG00000141646
Myometrial Relaxation and Contraction Pathways	WP289	Wikipathways	ENSG00000137486,ENSG00000171132,ENSG00000241258,ENSG00000107175,ENSG00000132329,ENSG00000144476,ENSG00000145244,ENSG00000175793,ENSG00000171033,ENSG00000111664,ENSG00000116741,ENSG00000005249,ENSG00000150995,ENSG00000166856,ENSG00000166913,ENSG00000078369,ENSG00000104064,ENSG00000148834,ENSG00000126583,ENSG00000147509,ENSG00000168734,ENSG00000188191,ENSG00000169136,ENSG00000198668,ENSG00000128272,ENSG00000164924,ENSG00000183023,ENSG00000198121,ENSG00000146678,ENSG00000162772,ENSG00000107018,ENSG00000172354,ENSG00000096433,ENSG00000142875,ENSG00000078295,ENSG00000121281,ENSG00000125538,ENSG00000109320,ENSG00000148926,ENSG00000101306,ENSG00000184009,ENSG00000128245,ENSG00000067606,ENSG00000064666,ENSG00000108953,ENSG00000072062,ENSG00000070808,ENSG00000173175,ENSG00000145349,ENSG00000147571,ENSG00000122786,ENSG00000166501,ENSG00000120088,ENSG00000110680,ENSG00000058404,ENSG00000213676,ENSG00000108946,ENSG00000185022,ENSG00000118260,ENSG00000141753,ENSG00000107796,ENSG00000197273,ENSG00000186469,ENSG00000138835,ENSG00000177606,ENSG00000154229,ENSG00000149782,ENSG00000114450,ENSG00000090104,ENSG00000124181,ENSG00000117152,ENSG00000149091,ENSG00000180914,ENSG00000164742,ENSG00000159251,ENSG00000111245,ENSG00000164116,ENSG00000091844,ENSG00000157557,ENSG00000127920,ENSG00000127928,ENSG00000167535,ENSG00000162104,ENSG00000198336,ENSG00000114302,ENSG00000131477,ENSG00000162188,ENSG00000168243,ENSG00000087460,ENSG00000123104,ENSG00000148660,ENSG00000176533,ENSG00000196218,ENSG00000184304,ENSG00000101405,ENSG00000164867,ENSG00000198626,ENSG00000171700,ENSG00000198873,ENSG00000136244,ENSG00000133105,ENSG00000115457,ENSG00000174437,ENSG00000167779,ENSG00000174233,ENSG00000187091,ENSG00000152661,ENSG00000141480,ENSG00000113448,ENSG00000122679,ENSG00000163932,ENSG00000143248,ENSG00000198055,ENSG00000150681,ENSG00000089250,ENSG00000143632,ENSG00000115461,ENSG00000167414,ENSG00000123268,ENSG00000065675,ENSG00000155897,ENSG00000076344,ENSG00000171509,ENSG00000130176,ENSG00000143933,ENSG00000160014,ENSG00000125388,ENSG00000027075,ENSG00000108370,ENSG00000134308,ENSG00000143333,ENSG00000146674,ENSG00000170345,ENSG00000156052,ENSG00000197943,ENSG00000184588,ENSG00000174021,ENSG00000127588,ENSG00000198838,ENSG00000044012,ENSG00000115966,ENSG00000182901,ENSG00000138031,ENSG00000074370,ENSG00000148908,ENSG00000129467,ENSG00000154727,ENSG00000182732,ENSG00000169220,ENSG00000170027,ENSG00000075624
